,Reviews,Sentiments
96,"A Must for Pumping Moms: These bottles are great and super easy to use and clean. My one grip is that they're somewhat costly, especially considering that I store 10oz of milk a day, which equates to 4 bottles (each bottle is 2.5oz). If I didn't also use the plastic Medela freezer bags, I'd have to purchase a box every three days.",1
97,"Great Deal: You may worry about cheap computer cords, but this one really is a great deal. The cord and connectors are solid, don't feel cheap at all, perfect USB 2.0 speed, and the length gives it access where ever you need to put your printer or what not. Don't shy away from the price.",1
98,"A great re-introduction to the world of comics: I have been ""off"" comic books for well over two decades. I was passing by the magazine rack in my local grocery when I saw this collection on the bottom rack. I purchased it on impulse, and found when I started reading it, I just couldn't put it down.... What probably had prevented me from picking up a comic is the tremendous back-story that exists. Many times, the reader will need to have ""kept up"" with past issues to gain a full understanding and a sense of all the nuances contained in a modern comic. ""Ultimate Spiderman"" lifts this burden by discarding the ""past"" and starting fresh, re-telling the Spiderman legend beginning in the present day. This is incredible for attracting a new generation of fans, but it's also great for we old-timers who have been away for a while. I highly recommend this collection to both new and old comic fans.",1
99,Shes talented and beautiful: Shania Twain is a beautiful and talented women who believes in herself and her ability. This DVD shows us all just how talented a women she is. The songs are great ones from the past and absolute blow outs for new songs. You add that with the beauty she has and her caring for her fans and you have the best female singer there is. This DVD is great and one for the books and your DVD collection.,1
100,Nice: This was a pleasant surprise. The workouts aren't lengthy but beginner/intermediate exercises will find it challenging. I highly recommend it.,1
101,"Nice!: This worked well for me. I have a Taurus .357 magnum, and although I wondered if this would work, those small doubts were laid to rest, once it came, and I got the hang of using it. It is much faster than loading one at a time.",1
102,"An Easy Read; It's implementing the guidelines that's tough: Clear, simple, easy-to-read style. Many of the steps are obvious in retrospect. The book merely raises your awareness of the steps so you're more likely to use them",1
103,"Not the best gift for a 7 yr old.: The instructions are wordy for the magic tricks, maybe for a child 10+ it wouldn't be so hard for them to understand.",0
104,not a Clay pot: Misleading this is clay colored plastic but good quality. be sure to read product info for size and weight. I am still learning to shop carefully.,0
105,"the puff daddy of punk: thank god that amazon lets you listen to cd's before you purchase them. i am from phoenix,az and i can't believe that this would be considered a popular album anywhere in the world much less in the state of arizona. thats pretty sickening. i thought this band was pretty damn good until i heard this album. i am still in disbelief that a band would even think of remaking the song from the titanic. kind of a bad career decision.",0
106,Sent it back: I could not get this thing to saty put on my knee unless i tightened it down so tight that i felt it was cutting off my circulation. I sent it back.,0
107,"Disappointing: I've been a Scrabble player for many years. When I moved to a new home hundreds of miles away, one of the things I knew I'd miss was playing Scrabble with my friends. I bought this version which promises internet play. Trying to make it work across AOL and other service providers has been very difficult. Playing through Zone.com requires you to accept an unacceptable privacy policy. I've given up on internet play with it. The game can be annoying because unlike the original Hasbro version, you have fewer options in play such as when you are challenged and the tile shuffle has a weird grab and switch letter feature. There were problems getting it to load on XP.",0
